season,Player,Player_ID,Team,Opponent,Player_Matches_Against_Opponent,Player_Matches_Batting,Batting_Runs_Against_Opponent,Batting_Balls,Batting_Dismissals,Batting_Average_Against_Opponent,Strike_Rate_Against_Opponent,Fours,Sixes,Player_Matches_Bowling,Bowling_Balls,Overs,Bowling_Runs_Conceded,Bowling_Wickets,Bowling_Strike_Rate,Economy,Dot_Balls,Dot_Ball_Pct,Fours_Conceded,Sixes_Conceded,Team_Matches_Against_Opponent,Team_Wins_Against_Opponent,Team_Losses_Against_Opponent,Team_No_Results_Against_Opponent,Team_Win_Pct_Against_Opponent,Total_Player_Runs,Total_Player_Wickets,ESPN_Player_ID,Photo_URL,ESPN_Profile_URL
2020/21,CH Morris,fb66ce1f,Royal Challengers Bangalore,Kings XI Punjab,1.0,1.0,25.0,8.0,0.0,,312.5,1.0,3.0,1.0,24.0,4.0,22.0,0.0,,5.5,12.0,50.0,0.0,1.0,2,0,2,0,0.0,25.0,0.0,fb66ce1f,https://a.espncdn.com/i/headshots/cricket/players/full/fb66ce1f.png,https://www.espncricinfo.com/cricketers/ch-morris-fb66ce1f
2020/21,CH Morris,fb66ce1f,Royal Challengers Bangalore,Kolkata Knight Riders,2.0,,,,,,,,,2.0,48.0,8.0,33.0,2.0,24.0,4.125,24.0,50.0,2.0,0.0,2,2,0,0,100.0,0.0,2.0,fb66ce1f,https://a.espncdn.com/i/headshots/cricket/players/full/fb66ce1f.png,https://www.espncricinfo.com/cricketers/ch-morris-fb66ce1f
2020/21,CH Morris,fb66ce1f,Royal Challengers Bangalore,Mumbai Indians,1.0,1.0,4.0,2.0,1.0,4.0,200.0,1.0,0.0,1.0,24.0,4.0,36.0,1.0,24.0,9.0,10.0,41.666666666666664,3.0,2.0,2,0,1,1,0.0,4.0,1.0,fb66ce1f,https://a.espncdn.com/i/headshots/cricket/players/full/fb66ce1f.png,https://www.espncricinfo.com/cricketers/ch-morris-fb66ce1f
2020/21,CH Morris,fb66ce1f,Royal Challengers Bangalore,Rajasthan Royals,1.0,,,,,,,,,1.0,24.0,4.0,26.0,4.0,6.0,6.5,12.0,50.0,1.0,1.0,2,2,0,0,100.0,0.0,4.0,fb66ce1f,https://a.espncdn.com/i/headshots/cricket/players/full/fb66ce1f.png,https://www.espncricinfo.com/cricketers/ch-morris-fb66ce1f
2020/21,CH Morris,fb66ce1f,Royal Challengers Bangalore,Sunrisers Hyderabad,1.0,1.0,3.0,4.0,1.0,3.0,75.0,0.0,0.0,1.0,12.0,2.0,19.0,0.0,,9.5,4.0,33.333333333333336,2.0,0.0,3,1,2,0,33.33333333333333,3.0,0.0,fb66ce1f,https://a.espncdn.com/i/headshots/cricket/players/full/fb66ce1f.png,https://www.espncricinfo.com/cricketers/ch-morris-fb66ce1f
2020/21,CJ Green,19b9f399,Kolkata Knight Riders,Mumbai Indians,1.0,,,,,,,,,1.0,17.0,2.8333333333333335,24.0,0.0,,8.470588235294118,6.0,35.294117647058826,4.0,0.0,2,0,2,0,0.0,0.0,0.0,19b9f399,https://a.espncdn.com/i/headshots/cricket/players/full/19b9f399.png,https://www.espncricinfo.com/cricketers/cj-green-19b9f399
2020/21,CJ Jordan,ffe699c0,Kings XI Punjab,Chennai Super Kings,2.0,1.0,4.0,5.0,0.0,,80.0,0.0,0.0,2.0,36.0,6.0,73.0,1.0,36.0,12.166666666666666,6.0,16.666666666666668,10.0,1.0,2,0,2,0,0.0,4.0,1.0,ffe699c0,https://a.espncdn.com/i/headshots/cricket/players/full/ffe699c0.png,https://www.espncricinfo.com/cricketers/cj-jordan-ffe699c0
2020/21,CJ Jordan,ffe699c0,Kings XI Punjab,Delhi Capitals,1.0,1.0,5.0,6.0,1.0,5.0,83.33333333333333,0.0,0.0,1.0,24.0,4.0,56.0,0.0,,14.0,8.0,33.333333333333336,5.0,3.0,2,1,0,1,100.0,5.0,0.0,ffe699c0,https://a.espncdn.com/i/headshots/cricket/players/full/ffe699c0.png,https://www.espncricinfo.com/cricketers/cj-jordan-ffe699c0
2020/21,CJ Jordan,ffe699c0,Kings XI Punjab,Kolkata Knight Riders,2.0,,,,,,,,,2.0,48.0,8.0,62.0,2.0,24.0,7.75,17.0,35.416666666666664,7.0,1.0,2,1,1,0,50.0,0.0,2.0,ffe699c0,https://a.espncdn.com/i/headshots/cricket/players/full/ffe699c0.png,https://www.espncricinfo.com/cricketers/cj-jordan-ffe699c0
2020/21,CJ Jordan,ffe699c0,Kings XI Punjab,Mumbai Indians,1.0,1.0,13.0,8.0,1.0,13.0,162.5,2.0,0.0,1.0,24.0,4.0,43.0,1.0,24.0,10.75,7.0,29.166666666666668,2.0,3.0,2,0,1,1,0.0,13.0,1.0,ffe699c0,https://a.espncdn.com/i/headshots/cricket/players/full/ffe699c0.png,https://www.espncricinfo.com/cricketers/cj-jordan-ffe699c0
2020/21,CJ Jordan,ffe699c0,Kings XI Punjab,Rajasthan Royals,1.0,,,,,,,,,1.0,21.0,3.5,44.0,1.0,21.0,12.571428571428571,5.0,23.80952380952381,3.0,3.0,2,0,2,0,0.0,0.0,1.0,ffe699c0,https://a.espncdn.com/i/headshots/cricket/players/full/ffe699c0.png,https://www.espncricinfo.com/cricketers/cj-jordan-ffe699c0
2020/21,CJ Jordan,ffe699c0,Kings XI Punjab,Royal Challengers Bangalore,1.0,,,,,,,,,1.0,18.0,3.0,20.0,1.0,18.0,6.666666666666667,4.0,22.22222222222222,0.0,1.0,2,2,0,0,100.0,0.0,1.0,ffe699c0,https://a.espncdn.com/i/headshots/cricket/players/full/ffe699c0.png,https://www.espncricinfo.com/cricketers/cj-jordan-ffe699c0
2020/21,CJ Jordan,ffe699c0,Kings XI Punjab,Sunrisers Hyderabad,1.0,1.0,7.0,12.0,1.0,7.0,58.333333333333336,0.0,0.0,1.0,24.0,4.0,17.0,3.0,8.0,4.25,12.0,50.0,1.0,0.0,2,1,1,0,50.0,7.0,3.0,ffe699c0,https://a.espncdn.com/i/headshots/cricket/players/full/ffe699c0.png,https://www.espncricinfo.com/cricketers/cj-jordan-ffe699c0
2020/21,CV Varun,5b7ab5a9,Kolkata Knight Riders,Chennai Super Kings,2.0,1.0,1.0,1.0,1.0,1.0,100.0,0.0,0.0,2.0,48.0,8.0,48.0,3.0,16.0,6.0,20.0,41.666666666666664,4.0,1.0,2,1,1,0,50.0,1.0,3.0,5b7ab5a9,https://a.espncdn.com/i/headshots/cricket/players/full/5b7ab5a9.png,https://www.espncricinfo.com/cricketers/cv-varun-5b7ab5a9
2020/21,CV Varun,5b7ab5a9,Kolkata Knight Riders,Delhi Capitals,2.0,,,,,,,,,2.0,48.0,8.0,69.0,6.0,8.0,8.625,15.0,31.25,6.0,3.0,2,1,1,0,50.0,0.0,6.0,5b7ab5a9,https://a.espncdn.com/i/headshots/cricket/players/full/5b7ab5a9.png,https://www.espncricinfo.com/cricketers/cv-varun-5b7ab5a9
2020/21,CV Varun,5b7ab5a9,Kolkata Knight Riders,Kings XI Punjab,2.0,1.0,2.0,4.0,1.0,2.0,50.0,0.0,0.0,2.0,48.0,8.0,61.0,1.0,48.0,7.625,15.0,31.25,5.0,2.0,2,1,1,0,50.0,2.0,1.0,5b7ab5a9,https://a.espncdn.com/i/headshots/cricket/players/full/5b7ab5a9.png,https://www.espncricinfo.com/cricketers/cv-varun-5b7ab5a9
2020/21,CV Varun,5b7ab5a9,Kolkata Knight Riders,Mumbai Indians,1.0,,,,,,,,,1.0,24.0,4.0,23.0,1.0,24.0,5.75,10.0,41.666666666666664,0.0,1.0,2,0,2,0,0.0,0.0,1.0,5b7ab5a9,https://a.espncdn.com/i/headshots/cricket/players/full/5b7ab5a9.png,https://www.espncricinfo.com/cricketers/cv-varun-5b7ab5a9
2020/21,CV Varun,5b7ab5a9,Kolkata Knight Riders,Rajasthan Royals,2.0,,,,,,,,,2.0,48.0,8.0,45.0,4.0,12.0,5.625,16.0,33.333333333333336,1.0,1.0,2,2,0,0,100.0,0.0,4.0,5b7ab5a9,https://a.espncdn.com/i/headshots/cricket/players/full/5b7ab5a9.png,https://www.espncricinfo.com/cricketers/cv-varun-5b7ab5a9
2020/21,CV Varun,5b7ab5a9,Kolkata Knight Riders,Royal Challengers Bangalore,2.0,1.0,7.0,10.0,0.0,,70.0,0.0,0.0,2.0,48.0,8.0,53.0,0.0,,6.625,18.0,37.5,6.0,0.0,2,0,2,0,0.0,7.0,0.0,5b7ab5a9,https://a.espncdn.com/i/headshots/cricket/players/full/5b7ab5a9.png,https://www.espncricinfo.com/cricketers/cv-varun-5b7ab5a9
2020/21,CV Varun,5b7ab5a9,Kolkata Knight Riders,Sunrisers Hyderabad,2.0,,,,,,,,,2.0,48.0,8.0,57.0,2.0,24.0,7.125,16.0,33.333333333333336,5.0,1.0,2,1,0,1,100.0,0.0,2.0,5b7ab5a9,https://a.espncdn.com/i/headshots/cricket/players/full/5b7ab5a9.png,https://www.espncricinfo.com/cricketers/cv-varun-5b7ab5a9
2020/21,D Padikkal,2c25d4f5,Royal Challengers Bangalore,Chennai Super Kings,2.0,2.0,55.0,55.0,2.0,27.5,100.0,4.0,2.0,,,,,,,,,,,,2,1,1,0,50.0,55.0,0.0,2c25d4f5,https://a.espncdn.com/i/headshots/cricket/players/full/2c25d4f5.png,https://www.espncricinfo.com/cricketers/d-padikkal-2c25d4f5
2020/21,D Padikkal,2c25d4f5,Royal Challengers Bangalore,Delhi Capitals,2.0,2.0,54.0,47.0,2.0,27.0,114.8936170212766,5.0,0.0,,,,,,,,,,,,2,0,2,0,0.0,54.0,0.0,2c25d4f5,https://a.espncdn.com/i/headshots/cricket/players/full/2c25d4f5.png,https://www.espncricinfo.com/cricketers/d-padikkal-2c25d4f5
2020/21,D Padikkal,2c25d4f5,Royal Challengers Bangalore,Kings XI Punjab,2.0,2.0,19.0,14.0,2.0,9.5,135.71428571428572,1.0,1.0,,,,,,,,,,,,2,0,2,0,0.0,19.0,0.0,2c25d4f5,https://a.espncdn.com/i/headshots/cricket/players/full/2c25d4f5.png,https://www.espncricinfo.com/cricketers/d-padikkal-2c25d4f5
2020/21,D Padikkal,2c25d4f5,Royal Challengers Bangalore,Kolkata Knight Riders,2.0,2.0,57.0,40.0,1.0,57.0,142.5,7.0,1.0,,,,,,,,,,,,2,2,0,0,100.0,57.0,0.0,2c25d4f5,https://a.espncdn.com/i/headshots/cricket/players/full/2c25d4f5.png,https://www.espncricinfo.com/cricketers/d-padikkal-2c25d4f5
2020/21,D Padikkal,2c25d4f5,Royal Challengers Bangalore,Mumbai Indians,2.0,2.0,128.0,85.0,2.0,64.0,150.58823529411765,17.0,3.0,,,,,,,,,,,,2,0,1,1,0.0,128.0,0.0,2c25d4f5,https://a.espncdn.com/i/headshots/cricket/players/full/2c25d4f5.png,https://www.espncricinfo.com/cricketers/d-padikkal-2c25d4f5
2020/21,D Padikkal,2c25d4f5,Royal Challengers Bangalore,Rajasthan Royals,2.0,2.0,98.0,81.0,2.0,49.0,120.98765432098766,8.0,1.0,,,,,,,,,,,,2,2,0,0,100.0,98.0,0.0,2c25d4f5,https://a.espncdn.com/i/headshots/cricket/players/full/2c25d4f5.png,https://www.espncricinfo.com/cricketers/d-padikkal-2c25d4f5
2020/21,D Padikkal,2c25d4f5,Royal Challengers Bangalore,Sunrisers Hyderabad,3.0,3.0,62.0,56.0,3.0,20.666666666666668,110.71428571428571,9.0,0.0,,,,,,,,,,,,3,1,2,0,33.33333333333333,62.0,0.0,2c25d4f5,https://a.espncdn.com/i/headshots/cricket/players/full/2c25d4f5.png,https://www.espncricinfo.com/cricketers/d-padikkal-2c25d4f5
2020/21,DA Warner,dcce6f09,Sunrisers Hyderabad,Chennai Super Kings,2.0,2.0,37.0,42.0,2.0,18.5,88.0952380952381,3.0,0.0,,,,,,,,,,,,2,1,1,0,50.0,37.0,0.0,dcce6f09,https://a.espncdn.com/i/headshots/cricket/players/full/dcce6f09.png,https://www.espncricinfo.com/cricketers/da-warner-dcce6f09
2020/21,DA Warner,dcce6f09,Sunrisers Hyderabad,Delhi Capitals,3.0,3.0,113.0,70.0,3.0,37.666666666666664,161.42857142857142,11.0,4.0,1.0,1.0,0.16666666666666666,2.0,0.0,,12.0,0.0,0.0,0.0,0.0,3,2,1,0,66.66666666666666,113.0,0.0,dcce6f09,https://a.espncdn.com/i/headshots/cricket/players/full/dcce6f09.png,https://www.espncricinfo.com/cricketers/da-warner-dcce6f09
2020/21,DA Warner,dcce6f09,Sunrisers Hyderabad,Kings XI Punjab,2.0,2.0,87.0,59.0,2.0,43.5,147.45762711864407,8.0,3.0,,,,,,,,,,,,2,1,1,0,50.0,87.0,0.0,dcce6f09,https://a.espncdn.com/i/headshots/cricket/players/full/dcce6f09.png,https://www.espncricinfo.com/cricketers/da-warner-dcce6f09
2020/21,DA Warner,dcce6f09,Sunrisers Hyderabad,Kolkata Knight Riders,2.0,2.0,83.0,64.0,2.0,41.5,129.6875,7.0,1.0,,,,,,,,,,,,2,0,1,1,0.0,83.0,0.0,dcce6f09,https://a.espncdn.com/i/headshots/cricket/players/full/dcce6f09.png,https://www.espncricinfo.com/cricketers/da-warner-dcce6f09
2020/21,DA Warner,dcce6f09,Sunrisers Hyderabad,Mumbai Indians,2.0,2.0,145.0,102.0,1.0,145.0,142.15686274509804,15.0,3.0,,,,,,,,,,,,2,1,1,0,50.0,145.0,0.0,dcce6f09,https://a.espncdn.com/i/headshots/cricket/players/full/dcce6f09.png,https://www.espncricinfo.com/cricketers/da-warner-dcce6f09
2020/21,DA Warner,dcce6f09,Sunrisers Hyderabad,Rajasthan Royals,2.0,2.0,52.0,42.0,2.0,26.0,123.80952380952381,4.0,2.0,,,,,,,,,,,,2,1,1,0,50.0,52.0,0.0,dcce6f09,https://a.espncdn.com/i/headshots/cricket/players/full/dcce6f09.png,https://www.espncricinfo.com/cricketers/da-warner-dcce6f09
2020/21,DA Warner,dcce6f09,Sunrisers Hyderabad,Royal Challengers Bangalore,3.0,3.0,31.0,27.0,2.0,15.5,114.81481481481481,4.0,1.0,,,,,,,,,,,,3,2,1,0,66.66666666666666,31.0,0.0,dcce6f09,https://a.espncdn.com/i/headshots/cricket/players/full/dcce6f09.png,https://www.espncricinfo.com/cricketers/da-warner-dcce6f09
2020/21,DJ Bravo,87e562a9,Chennai Super Kings,Delhi Capitals,1.0,,,,,,,,,1.0,18.0,3.0,23.0,1.0,18.0,7.666666666666667,4.0,22.22222222222222,2.0,0.0,2,0,2,0,0.0,0.0,1.0,87e562a9,https://a.espncdn.com/i/headshots/cricket/players/full/87e562a9.png,https://www.espncricinfo.com/cricketers/dj-bravo-87e562a9
2020/21,DJ Bravo,87e562a9,Chennai Super Kings,Kings XI Punjab,1.0,,,,,,,,,1.0,24.0,4.0,38.0,0.0,,9.5,7.0,29.166666666666668,3.0,1.0,2,2,0,0,100.0,0.0,0.0,87e562a9,https://a.espncdn.com/i/headshots/cricket/players/full/87e562a9.png,https://www.espncricinfo.com/cricketers/dj-bravo-87e562a9
2020/21,DJ Bravo,87e562a9,Chennai Super Kings,Kolkata Knight Riders,1.0,,,,,,,,,1.0,24.0,4.0,37.0,3.0,8.0,9.25,8.0,33.333333333333336,3.0,1.0,2,1,1,0,50.0,0.0,3.0,87e562a9,https://a.espncdn.com/i/headshots/cricket/players/full/87e562a9.png,https://www.espncricinfo.com/cricketers/dj-bravo-87e562a9
2020/21,DJ Bravo,87e562a9,Chennai Super Kings,Royal Challengers Bangalore,1.0,1.0,7.0,5.0,1.0,7.0,140.0,0.0,0.0,1.0,18.0,3.0,29.0,0.0,,9.666666666666666,2.0,11.11111111111111,2.0,0.0,2,1,1,0,50.0,7.0,0.0,87e562a9,https://a.espncdn.com/i/headshots/cricket/players/full/87e562a9.png,https://www.espncricinfo.com/cricketers/dj-bravo-87e562a9
2020/21,DJ Bravo,87e562a9,Chennai Super Kings,Sunrisers Hyderabad,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,42.0,7.0,53.0,2.0,21.0,7.571428571428571,14.0,33.333333333333336,5.0,1.0,2,1,1,0,50.0,0.0,2.0,87e562a9,https://a.espncdn.com/i/headshots/cricket/players/full/87e562a9.png,https://www.espncricinfo.com/cricketers/dj-bravo-87e562a9
2020/21,DJ Hooda,73ad96ed,Kings XI Punjab,Chennai Super Kings,1.0,1.0,62.0,30.0,0.0,,206.66666666666666,3.0,4.0,,,,,,,,,,,,2,0,2,0,0.0,62.0,0.0,73ad96ed,https://a.espncdn.com/i/headshots/cricket/players/full/73ad96ed.png,https://www.espncricinfo.com/cricketers/dj-hooda-73ad96ed
2020/21,DJ Hooda,73ad96ed,Kings XI Punjab,Delhi Capitals,1.0,1.0,15.0,22.0,0.0,,68.18181818181819,1.0,0.0,,,,,,,,,,,,2,1,0,1,100.0,15.0,0.0,73ad96ed,https://a.espncdn.com/i/headshots/cricket/players/full/73ad96ed.png,https://www.espncricinfo.com/cricketers/dj-hooda-73ad96ed
2020/21,DJ Hooda,73ad96ed,Kings XI Punjab,Mumbai Indians,1.0,1.0,24.0,17.0,0.0,,141.1764705882353,1.0,1.0,1.0,6.0,1.0,9.0,0.0,,9.0,1.0,16.666666666666668,0.0,1.0,2,0,1,1,0.0,24.0,0.0,73ad96ed,https://a.espncdn.com/i/headshots/cricket/players/full/73ad96ed.png,https://www.espncricinfo.com/cricketers/dj-hooda-73ad96ed
2020/21,DJ Hooda,73ad96ed,Kings XI Punjab,Rajasthan Royals,1.0,1.0,1.0,1.0,0.0,,100.0,0.0,0.0,,,,,,,,,,,,2,0,2,0,0.0,1.0,0.0,73ad96ed,https://a.espncdn.com/i/headshots/cricket/players/full/73ad96ed.png,https://www.espncricinfo.com/cricketers/dj-hooda-73ad96ed
2020/21,DJ Hooda,73ad96ed,Kings XI Punjab,Sunrisers Hyderabad,1.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,2,1,1,0,50.0,0.0,0.0,73ad96ed,https://a.espncdn.com/i/headshots/cricket/players/full/73ad96ed.png,https://www.espncricinfo.com/cricketers/dj-hooda-73ad96ed
2020/21,DL Chahar,23eeb873,Chennai Super Kings,Delhi Capitals,2.0,,,,,,,,,2.0,48.0,8.0,56.0,2.0,24.0,7.0,13.0,27.083333333333332,5.0,0.0,2,0,2,0,0.0,0.0,2.0,23eeb873,https://a.espncdn.com/i/headshots/cricket/players/full/23eeb873.png,https://www.espncricinfo.com/cricketers/dl-chahar-23eeb873
2020/21,DL Chahar,23eeb873,Chennai Super Kings,Kings XI Punjab,2.0,,,,,,,,,2.0,36.0,6.0,47.0,0.0,,7.833333333333333,13.0,36.111111111111114,6.0,1.0,2,2,0,0,100.0,0.0,0.0,23eeb873,https://a.espncdn.com/i/headshots/cricket/players/full/23eeb873.png,https://www.espncricinfo.com/cricketers/dl-chahar-23eeb873
2020/21,DL Chahar,23eeb873,Chennai Super Kings,Kolkata Knight Riders,2.0,,,,,,,,,2.0,42.0,7.0,78.0,0.0,,11.142857142857142,9.0,21.428571428571427,11.0,2.0,2,1,1,0,50.0,0.0,0.0,23eeb873,https://a.espncdn.com/i/headshots/cricket/players/full/23eeb873.png,https://www.espncricinfo.com/cricketers/dl-chahar-23eeb873
2020/21,DL Chahar,23eeb873,Chennai Super Kings,Mumbai Indians,2.0,1.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,2.0,48.0,8.0,66.0,2.0,24.0,8.25,18.0,37.5,8.0,1.0,2,1,1,0,50.0,0.0,2.0,23eeb873,https://a.espncdn.com/i/headshots/cricket/players/full/23eeb873.png,https://www.espncricinfo.com/cricketers/dl-chahar-23eeb873
2020/21,DL Chahar,23eeb873,Chennai Super Kings,Rajasthan Royals,2.0,,,,,,,,,2.0,48.0,8.0,49.0,3.0,16.0,6.125,23.0,47.916666666666664,5.0,1.0,2,0,2,0,0.0,0.0,3.0,23eeb873,https://a.espncdn.com/i/headshots/cricket/players/full/23eeb873.png,https://www.espncricinfo.com/cricketers/dl-chahar-23eeb873
2020/21,DL Chahar,23eeb873,Chennai Super Kings,Royal Challengers Bangalore,2.0,1.0,5.0,5.0,0.0,,100.0,0.0,0.0,2.0,42.0,7.0,41.0,3.0,14.0,5.857142857142857,18.0,42.857142857142854,3.0,1.0,2,1,1,0,50.0,5.0,3.0,23eeb873,https://a.espncdn.com/i/headshots/cricket/players/full/23eeb873.png,https://www.espncricinfo.com/cricketers/dl-chahar-23eeb873
2020/21,DL Chahar,23eeb873,Chennai Super Kings,Sunrisers Hyderabad,2.0,1.0,2.0,2.0,0.0,,100.0,0.0,0.0,2.0,48.0,8.0,59.0,2.0,24.0,7.375,19.0,39.583333333333336,7.0,0.0,2,1,1,0,50.0,2.0,2.0,23eeb873,https://a.espncdn.com/i/headshots/cricket/players/full/23eeb873.png,https://www.espncricinfo.com/cricketers/dl-chahar-23eeb873
2020/21,DR Sams,caf69bf7,Delhi Capitals,Kings XI Punjab,1.0,,,,,,,,,1.0,24.0,4.0,30.0,0.0,,7.5,10.0,41.666666666666664,1.0,2.0,2,0,1,1,0.0,0.0,0.0,caf69bf7,https://a.espncdn.com/i/headshots/cricket/players/full/caf69bf7.png,https://www.espncricinfo.com/cricketers/dr-sams-caf69bf7
2020/21,DR Sams,caf69bf7,Delhi Capitals,Mumbai Indians,1.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,24.0,4.0,44.0,0.0,,11.0,4.0,16.666666666666668,4.0,2.0,4,0,4,0,0.0,0.0,0.0,caf69bf7,https://a.espncdn.com/i/headshots/cricket/players/full/caf69bf7.png,https://www.espncricinfo.com/cricketers/dr-sams-caf69bf7
2020/21,DR Sams,caf69bf7,Delhi Capitals,Royal Challengers Bangalore,1.0,,,,,,,,,1.0,24.0,4.0,40.0,0.0,,10.0,8.0,33.333333333333336,4.0,1.0,2,2,0,0,100.0,0.0,0.0,caf69bf7,https://a.espncdn.com/i/headshots/cricket/players/full/caf69bf7.png,https://www.espncricinfo.com/cricketers/dr-sams-caf69bf7
2020/21,DS Kulkarni,d2a989fc,Mumbai Indians,Sunrisers Hyderabad,1.0,1.0,3.0,2.0,0.0,,150.0,0.0,0.0,1.0,18.0,3.0,22.0,0.0,,7.333333333333333,6.0,33.333333333333336,2.0,0.0,2,1,1,0,50.0,3.0,0.0,d2a989fc,https://a.espncdn.com/i/headshots/cricket/players/full/d2a989fc.png,https://www.espncricinfo.com/cricketers/ds-kulkarni-d2a989fc
2020/21,DW Steyn,8fd1a8f5,Royal Challengers Bangalore,Kings XI Punjab,1.0,1.0,1.0,2.0,0.0,,50.0,0.0,0.0,1.0,24.0,4.0,57.0,0.0,,14.25,5.0,20.833333333333332,5.0,4.0,2,0,2,0,0.0,1.0,0.0,8fd1a8f5,https://a.espncdn.com/i/headshots/cricket/players/full/8fd1a8f5.png,https://www.espncricinfo.com/cricketers/dw-steyn-8fd1a8f5
2020/21,DW Steyn,8fd1a8f5,Royal Challengers Bangalore,Mumbai Indians,1.0,,,,,,,,,1.0,24.0,4.0,43.0,0.0,,10.75,9.0,37.5,3.0,3.0,2,0,1,1,0.0,0.0,0.0,8fd1a8f5,https://a.espncdn.com/i/headshots/cricket/players/full/8fd1a8f5.png,https://www.espncricinfo.com/cricketers/dw-steyn-8fd1a8f5
2020/21,DW Steyn,8fd1a8f5,Royal Challengers Bangalore,Sunrisers Hyderabad,1.0,,,,,,,,,1.0,22.0,3.6666666666666665,33.0,1.0,22.0,9.0,9.0,40.90909090909091,5.0,0.0,3,1,2,0,33.33333333333333,0.0,1.0,8fd1a8f5,https://a.espncdn.com/i/headshots/cricket/players/full/8fd1a8f5.png,https://www.espncricinfo.com/cricketers/dw-steyn-8fd1a8f5
2020/21,EJG Morgan,d2a6c0e6,Kolkata Knight Riders,Chennai Super Kings,2.0,2.0,22.0,22.0,2.0,11.0,100.0,3.0,0.0,,,,,,,,,,,,2,1,1,0,50.0,22.0,0.0,d2a6c0e6,https://a.espncdn.com/i/headshots/cricket/players/full/d2a6c0e6.png,https://www.espncricinfo.com/cricketers/ejg-morgan-d2a6c0e6
2020/21,EJG Morgan,d2a6c0e6,Kolkata Knight Riders,Delhi Capitals,2.0,2.0,61.0,26.0,2.0,30.5,234.6153846153846,3.0,6.0,,,,,,,,,,,,2,1,1,0,50.0,61.0,0.0,d2a6c0e6,https://a.espncdn.com/i/headshots/cricket/players/full/d2a6c0e6.png,https://www.espncricinfo.com/cricketers/ejg-morgan-d2a6c0e6
2020/21,EJG Morgan,d2a6c0e6,Kolkata Knight Riders,Kings XI Punjab,2.0,2.0,64.0,48.0,2.0,32.0,133.33333333333334,7.0,3.0,,,,,,,,,,,,2,1,1,0,50.0,64.0,0.0,d2a6c0e6,https://a.espncdn.com/i/headshots/cricket/players/full/d2a6c0e6.png,https://www.espncricinfo.com/cricketers/ejg-morgan-d2a6c0e6
2020/21,EJG Morgan,d2a6c0e6,Kolkata Knight Riders,Mumbai Indians,2.0,2.0,55.0,49.0,1.0,55.0,112.24489795918367,3.0,3.0,,,,,,,,,,,,2,0,2,0,0.0,55.0,0.0,d2a6c0e6,https://a.espncdn.com/i/headshots/cricket/players/full/d2a6c0e6.png,https://www.espncricinfo.com/cricketers/ejg-morgan-d2a6c0e6
2020/21,EJG Morgan,d2a6c0e6,Kolkata Knight Riders,Rajasthan Royals,2.0,2.0,102.0,58.0,0.0,,175.86206896551724,6.0,8.0,,,,,,,,,,,,2,2,0,0,100.0,102.0,0.0,d2a6c0e6,https://a.espncdn.com/i/headshots/cricket/players/full/d2a6c0e6.png,https://www.espncricinfo.com/cricketers/ejg-morgan-d2a6c0e6
2020/21,EJG Morgan,d2a6c0e6,Kolkata Knight Riders,Royal Challengers Bangalore,2.0,2.0,38.0,46.0,3.0,12.666666666666666,82.6086956521739,4.0,1.0,,,,,,,,,,,,2,0,2,0,0.0,38.0,0.0,d2a6c0e6,https://a.espncdn.com/i/headshots/cricket/players/full/d2a6c0e6.png,https://www.espncricinfo.com/cricketers/ejg-morgan-d2a6c0e6
2020/21,EJG Morgan,d2a6c0e6,Kolkata Knight Riders,Sunrisers Hyderabad,2.0,2.0,77.0,54.0,1.0,77.0,142.59259259259258,6.0,3.0,,,,,,,,,,,,2,1,0,1,100.0,77.0,0.0,d2a6c0e6,https://a.espncdn.com/i/headshots/cricket/players/full/d2a6c0e6.png,https://www.espncricinfo.com/cricketers/ejg-morgan-d2a6c0e6
2020/21,F du Plessis,3355b542,Chennai Super Kings,Delhi Capitals,2.0,2.0,101.0,82.0,3.0,33.666666666666664,123.17073170731707,10.0,2.0,,,,,,,,,,,,2,0,2,0,0.0,101.0,0.0,3355b542,https://a.espncdn.com/i/headshots/cricket/players/full/3355b542.png,https://www.espncricinfo.com/cricketers/f-du-plessis-3355b542
2020/21,F du Plessis,3355b542,Chennai Super Kings,Kings XI Punjab,2.0,2.0,135.0,87.0,1.0,135.0,155.17241379310346,15.0,3.0,,,,,,,,,,,,2,2,0,0,100.0,135.0,0.0,3355b542,https://a.espncdn.com/i/headshots/cricket/players/full/3355b542.png,https://www.espncricinfo.com/cricketers/f-du-plessis-3355b542
2020/21,F du Plessis,3355b542,Chennai Super Kings,Kolkata Knight Riders,1.0,1.0,17.0,10.0,1.0,17.0,170.0,3.0,0.0,,,,,,,,,,,,2,1,1,0,50.0,17.0,0.0,3355b542,https://a.espncdn.com/i/headshots/cricket/players/full/3355b542.png,https://www.espncricinfo.com/cricketers/f-du-plessis-3355b542
